"build_time_min","deploy_time_min","commit_size_loc","num_bugs","test_coverage_pct","ticket_resolution_h","team","module","priority","deploy_status"
5.62,15.19,141,1,95.92,10.72,"Gamma","auth","alta","success"
9.64,8.64,109,3,68.45,7.18,"Gamma","payments","baja","success"
10.52,9.68,119,3,67.04,5.1,"Beta","payments","baja","success"
16.82,6.51,121,2,92.13,6.38,"Gamma","auth","media","success"
12.23,6.19,99,3,94.22,14.2,"Beta","database","alta","failed"
15.78,11.38,124,1,79.65,6.37,"Delta","database","media","rolled_back"
10.82,9.98,122,3,92.57,14.38,"Delta","ui","baja","success"
18.69,10.8,89,2,93.04,5.99,"Gamma","api","baja","success"
13.95,7.21,139,2,84.61,12.71,"Gamma","payments","media","success"
14.19,4.66,129,2,82.56,5.65,"Beta","database","baja","success"
15.51,6.48,123,1,85.83,15.37,"Alpha","api","alta","success"
6.07,12.16,102,5,99.7,32.78,"Gamma","payments","media","success"
11.96,4.08,124,5,83.48,6.58,"Alpha","api","baja","success"
12.86,12.42,122,2,100,5.68,"Beta","payments","crítica","success"
8.93,6.77,112,1,64.49,8.66,"Gamma","database","alta","success"
12.05,4.08,144,1,62.5,8.29,"Gamma","payments","media","success"
9.11,5.16,112,3,100,5.4,"Gamma","auth","alta","success"
12.88,8.87,89,3,72.06,8.61,"Beta","auth","media","rolled_back"
4.86,7.28,113,2,75.25,19.78,"Beta","api","baja","success"
13.14,1.52,138,2,81.35,7.53,"Beta","payments","media","success"
9.45,7.08,126,3,79.18,10.58,"Beta","api","media","success"
15.76,11.93,109,0,80.77,16.12,"Beta","auth","media","failed"
4.11,7.14,123,2,100,18,"Delta","database","media","success"
12.17,11.88,127,3,71.56,11.48,"Alpha","ui","alta","success"
11.12,6.29,120,0,68.28,11.64,"Delta","payments","media","success"
15.76,9.85,119,2,69.29,11.73,"Beta","payments","media","success"
5.68,7.13,128,3,92.36,43.92,"Beta","ui","media","success"
9.81,10.27,107,4,100,12.41,"Alpha","api","alta","success"
14.85,3.38,133,1,83.01,3.7,"Delta","auth","crítica","failed"
14.45,8.51,123,2,61.7,19.52,"Beta","payments","media","success"
13.43,11.39,112,4,66.06,6.11,"Gamma","payments","alta","success"
13.15,5.89,113,2,84.35,12.81,"Alpha","auth","crítica","success"
5.33,12.14,109,0,74.46,1.95,"Gamma","auth","media","success"
15.4,6.99,123,1,63.52,9.97,"Alpha","database","media","success"
12.86,6.59,135,1,87.38,11.36,"Gamma","auth","baja","success"
4.74,5.23,113,2,59.16,32.27,"Beta","auth","media","success"
11.31,9.42,126,1,88.16,15.5,"Alpha","auth","alta","success"
15.82,5.23,117,1,62.93,2.86,"Gamma","api","alta","success"
14.82,4.47,114,1,100,30.21,"Gamma","auth","baja","success"
9.47,7.37,116,1,88.03,7.73,"Delta","ui","alta","success"
15.63,3.64,115,2,84.21,19.82,"Delta","database","media","failed"
10.41,5.78,116,2,73.44,7.96,"Gamma","auth","media","rolled_back"
13.53,12.87,136,1,87.3,13.91,"Alpha","payments","media","success"
15.71,8.12,120,1,72.41,30.83,"Alpha","auth","alta","failed"
13.56,10.14,121,1,78.46,7.21,"Alpha","payments","media","success"
9.39,3.95,104,0,53.09,16.97,"Beta","ui","media","success"
15.28,2.56,130,1,76.6,4.02,"Beta","api","media","failed"
17.91,10.4,116,1,98.57,11.33,"Delta","payments","crítica","success"
8.28,8.25,135,4,92.45,16.74,"Alpha","ui","media","success"
11.27,12.05,120,1,74.01,7.61,"Beta","payments","baja","success"
16.01,10.61,113,2,95.02,7.08,"Delta","api","crítica","success"
8.59,2.45,137,4,96.57,16.62,"Gamma","auth","alta","success"
5.12,11.01,122,1,91.52,10.72,"Beta","database","alta","success"
10.02,5.45,99,2,100,14.59,"Gamma","api","media","success"
16.27,7.78,124,4,91.15,11.95,"Beta","api","media","failed"
6.55,8.65,123,2,59.68,5.99,"Gamma","payments","alta","failed"
11.01,6.29,119,3,100,23.97,"Gamma","payments","baja","success"
15.85,6.08,118,2,78.57,9.84,"Beta","payments","alta","success"
12.19,8.03,121,0,76.41,1.19,"Delta","payments","baja","rolled_back"
14.27,8.67,132,1,79.12,7.87,"Gamma","database","baja","success"
18.5,4.01,132,1,72.73,8.11,"Delta","ui","alta","success"
15.6,12.43,119,0,65.28,6.25,"Beta","api","media","success"
14.36,11.37,129,5,43.02,28.91,"Alpha","ui","media","success"
13.96,7.17,112,5,61.27,51.02,"Alpha","auth","alta","success"
7.37,3.77,106,3,90.17,7.26,"Gamma","auth","media","success"
15.36,10.56,103,5,62.18,9.06,"Gamma","database","alta","success"
14.17,13.04,123,0,84.12,9.03,"Alpha","payments","baja","success"
13.61,5.21,105,2,78.45,36.16,"Alpha","auth","media","success"
12.23,8.41,132,1,88.61,4.32,"Alpha","payments","alta","success"
6.92,4.36,124,1,78.48,13.14,"Gamma","api","media","success"
12.61,6.75,127,3,73.1,2.62,"Gamma","database","media","success"
17.02,9.57,129,2,73.05,12.47,"Beta","ui","media","success"
9.55,4.38,114,3,73.55,17.5,"Gamma","database","media","success"
4.8,5.26,145,4,58.69,6.17,"Delta","api","media","success"
19.35,7.12,112,0,63.86,7.49,"Beta","payments","media","success"
9.74,6.64,133,1,64.68,12.03,"Alpha","auth","media","success"
16.56,8.04,144,1,89.73,5.35,"Alpha","payments","crítica","success"
14.5,7.71,136,2,94.65,6.49,"Alpha","api","alta","success"
18.63,3.09,109,3,73.74,26.34,"Delta","api","media","success"
11.83,4.8,108,2,71.96,2.97,"Delta","database","alta","rolled_back"
10.8,8.37,144,1,85.03,2.24,"Beta","ui","alta","success"
18.93,9.17,105,0,83.49,5.71,"Delta","api","baja","success"
20.63,11.62,132,5,96.06,9.45,"Gamma","payments","baja","success"
13.27,9.47,138,1,69.25,21.2,"Gamma","api","media","success"
12.68,7.94,136,0,67.22,10.09,"Alpha","database","media","success"
14.97,9.51,138,1,70.93,8.96,"Alpha","payments","media","success"
9.31,5.25,131,3,75.3,9.34,"Alpha","ui","crítica","success"
13.99,2.29,124,1,84.99,11.34,"Beta","database","media","success"
8.04,7.39,114,1,84.12,5.21,"Beta","database","media","success"
10.81,7.27,104,0,62.88,2.55,"Delta","auth","alta","success"
15.18,5.95,132,4,76.32,1.47,"Beta","database","alta","success"
8.95,2.39,111,3,67.99,21.9,"Alpha","database","media","success"
15.4,4.59,108,5,70.11,10.47,"Delta","payments","baja","success"
14.01,11.73,121,1,82.01,7.67,"Beta","database","media","failed"
17.73,5.21,123,2,70.43,10.31,"Alpha","database","media","success"
20.66,7.94,136,4,61.64,18.89,"Beta","payments","media","failed"
9.7,7.15,116,4,62.67,3.63,"Gamma","api","baja","success"
13.56,12.22,120,3,82.58,23.68,"Delta","payments","alta","success"
18.23,8.36,131,4,57.36,3.01,"Alpha","database","baja","success"
12.8,13.07,109,6,82.64,8.14,"Gamma","ui","crítica","success"
9.38,10.61,118,4,51.88,7.15,"Alpha","api","media","success"
8.01,4.13,125,2,89.9,6.03,"Alpha","ui","media","success"
17.6,8.27,121,3,69.57,16.03,"Gamma","ui","media","success"
22.4,9.15,122,1,76.15,12.17,"Beta","api","media","success"
7.81,6.42,121,4,87.28,15.94,"Alpha","payments","baja","success"
12.44,7.04,132,1,70.79,37.31,"Alpha","auth","baja","success"
5.73,8.07,126,2,100,23.24,"Alpha","api","media","success"
12.28,3.18,112,2,71.71,8.39,"Gamma","database","baja","failed"
10.77,2.65,122,5,62.19,4.78,"Gamma","api","media","success"
11.95,6.2,120,4,83.35,9.79,"Alpha","auth","baja","success"
23.58,9.09,142,3,64.66,6.93,"Gamma","payments","media","success"
6.41,10.82,121,2,76.08,8.13,"Beta","auth","media","failed"
13.73,1.94,102,2,48.2,1.99,"Delta","database","baja","success"
19.33,7.46,120,0,76.96,7.61,"Alpha","auth","media","failed"
9.56,5.72,121,1,58.94,16.33,"Alpha","ui","alta","rolled_back"
8.72,6.51,126,1,62.9,5.35,"Beta","payments","baja","success"
12.19,10.48,120,1,64.22,14.34,"Delta","ui","alta","success"
17.2,13.04,119,3,90.94,9.99,"Delta","database","baja","failed"
10.63,7.17,129,3,78.58,21.62,"Delta","payments","baja","success"
7.9,8.12,133,4,89.27,4.86,"Alpha","api","media","success"
12.28,3.63,117,2,83.72,1.49,"Beta","database","media","success"
3.93,14.89,105,0,72.73,21.3,"Delta","ui","media","success"
6.1,7.92,114,1,96.81,9.97,"Gamma","ui","media","success"
16.35,9.78,112,1,79.99,15.69,"Delta","ui","media","success"
13.84,9.15,136,2,53.61,11.66,"Delta","auth","media","success"
3.3,4.85,99,1,85.51,20.65,"Alpha","auth","alta","success"
14.47,8.41,111,1,90.99,7.04,"Delta","auth","media","success"
2.78,4.71,133,2,63.69,9.04,"Delta","ui","baja","success"
10.21,8.25,113,0,65.09,3.11,"Beta","api","media","success"
13.2,8.77,102,2,64,20.78,"Alpha","database","baja","success"
6.29,5.57,128,2,82.11,17.96,"Alpha","api","alta","success"
17.07,4.56,121,3,75.16,2.98,"Gamma","ui","media","success"
16.86,8.15,115,2,61.3,13.05,"Alpha","database","alta","failed"
9.3,8.25,126,6,66.59,12.9,"Beta","ui","alta","failed"
16.48,8.27,135,1,56.3,11.8,"Alpha","database","media","success"
12.79,12.83,103,2,96.85,8.57,"Alpha","database","baja","success"
14.6,6.46,106,2,74.09,10.5,"Gamma","payments","media","failed"
14.68,6.59,124,1,70.9,6.76,"Beta","database","media","success"
6.86,5.53,126,1,80.18,1.77,"Beta","ui","media","success"
3.9,14.83,103,2,78.42,6.03,"Delta","database","media","failed"
20.82,6.2,122,3,80.12,3.72,"Delta","database","media","success"
12.93,11.33,119,1,63.57,7.85,"Delta","ui","media","rolled_back"
13.5,4.95,123,2,77.91,14.5,"Alpha","ui","alta","success"
7.23,11.5,99,2,92.73,7.44,"Delta","api","alta","success"
16.53,8.83,130,0,70.69,26.32,"Gamma","payments","alta","success"
19.36,5.95,117,2,75.27,23.69,"Beta","payments","alta","success"
18.11,8.77,120,5,67.64,4.82,"Gamma","payments","media","success"
3.91,10.83,126,1,78.24,43.8,"Alpha","api","media","failed"
7.84,10.33,110,0,78.42,9.75,"Beta","database","crítica","success"
12.39,8.56,139,1,73.8,26.02,"Beta","auth","media","success"
14.79,6.96,115,1,71.37,4.04,"Alpha","database","alta","success"
9.82,3.87,113,0,92.34,9.29,"Beta","auth","media","success"
8.57,5.55,110,1,77.05,7.34,"Delta","database","alta","success"
12.92,5.23,125,1,84.42,5.95,"Beta","api","media","failed"
8.23,9.53,124,4,96.13,32.08,"Alpha","payments","crítica","success"
20.17,6.93,127,2,69.49,19.43,"Alpha","database","alta","failed"
4.7,9.23,117,1,84.86,14.33,"Delta","api","baja","success"
14.04,9.93,128,2,71.84,12.25,"Beta","api","baja","success"
4.01,10.21,119,1,67.34,6.07,"Beta","api","alta","success"
10.02,12.59,119,3,71.4,15.2,"Delta","api","crítica","rolled_back"
17.94,6.99,119,0,79.67,8.42,"Beta","ui","baja","success"
16.49,7.2,125,3,81.05,6.81,"Gamma","database","alta","success"
6.4,6.28,103,3,100,10.24,"Gamma","auth","alta","success"
6.1,11.3,112,4,85.28,28.91,"Delta","database","alta","success"
12.23,6.94,113,1,78.39,5.5,"Gamma","ui","media","success"
8.19,7.86,123,4,70.89,10.05,"Gamma","auth","alta","success"
13.62,6.49,105,0,73.85,16.77,"Gamma","auth","crítica","success"
8.06,7.36,123,2,57.57,17.77,"Alpha","database","alta","success"
5.56,8.75,126,0,81.43,14.92,"Beta","payments","alta","rolled_back"
10.28,5.65,108,2,86.11,7.04,"Beta","auth","media","success"
7.1,10.36,108,2,88.76,34.81,"Beta","ui","alta","success"
16.35,5.07,123,1,71.78,7.09,"Gamma","api","media","success"
10.66,10.13,125,1,75.93,7.31,"Delta","database","media","success"
11.85,6.29,103,1,66.92,11.2,"Delta","payments","alta","success"
17.52,5.73,125,1,87.61,13.11,"Beta","auth","baja","success"
19.43,10.89,139,2,62.45,15.11,"Delta","database","alta","success"
11.79,7.97,128,3,79.26,8,"Delta","ui","media","success"
13.33,8.54,123,1,67.63,24.1,"Delta","ui","baja","success"
17.24,11.54,118,0,72.27,16.76,"Delta","api","media","rolled_back"
11.3,9.93,105,2,85.87,6.15,"Delta","ui","media","success"
7.83,7.8,110,3,70.38,5.21,"Delta","api","media","success"
15.98,5.62,116,1,70.02,5.29,"Gamma","database","baja","success"
5.9,8.66,113,2,72.02,28.17,"Beta","payments","media","success"
11.02,7.06,126,2,77.08,1.44,"Delta","ui","baja","failed"
10.39,10.08,124,0,84.95,5.55,"Beta","ui","media","rolled_back"
9.91,5.19,114,2,86.3,5.95,"Beta","payments","media","failed"
0.99,6.28,138,4,90.46,12.35,"Alpha","api","media","success"
9.65,15.14,132,1,80.9,11.47,"Delta","payments","baja","success"
17.07,11.34,119,4,86.8,9.98,"Alpha","database","media","success"
10.12,5.33,141,0,88.4,22.12,"Alpha","ui","baja","failed"
9.52,6.73,107,1,62.78,27.04,"Alpha","payments","alta","success"
9.34,7.72,126,0,70,20.11,"Alpha","database","media","failed"
8.5,6.13,119,1,64.07,17.99,"Beta","ui","media","success"
12.58,10.2,116,5,76.16,25.02,"Alpha","database","media","success"
14.37,8.62,129,1,76.66,9.26,"Alpha","api","alta","success"
17.79,11.97,133,1,71.99,21.02,"Alpha","database","media","success"
5.74,7.73,121,4,64.89,4.19,"Gamma","api","baja","failed"
13.58,10.23,117,3,59.24,16.59,"Gamma","payments","media","success"
11.39,8.86,112,0,63.97,5.02,"Gamma","auth","alta","rolled_back"
13.14,4.46,111,3,78.04,20.19,"Alpha","database","media","success"
7.87,4.5,101,0,95.53,9.53,"Gamma","payments","alta","rolled_back"
12.18,8.2,114,1,87.73,3.98,"Delta","ui","crítica","success"
7.39,3.57,118,3,91.84,9.02,"Alpha","auth","baja","failed"
14.64,5.67,131,1,58.18,4.1,"Beta","api","alta","success"
8.22,9.7,121,6,75.65,21.8,"Beta","api","baja","failed"
12.25,9.72,120,1,83.19,20.29,"Alpha","database","alta","failed"
3.49,6.86,106,1,81.76,14.13,"Alpha","database","alta","success"
13.31,8.13,127,0,69.28,5.84,"Gamma","ui","crítica","rolled_back"
16.43,5.07,130,4,63.22,9.73,"Beta","api","baja","success"
15.06,7.73,109,1,88.15,3.8,"Alpha","api","alta","success"
16.21,10.25,122,2,90.03,13.54,"Beta","auth","baja","success"
6.58,11.17,131,1,52.83,16.02,"Gamma","ui","media","success"
11.32,4.85,114,1,79.02,5.64,"Gamma","ui","media","success"
11.72,7.11,126,1,64.4,3.17,"Delta","ui","baja","success"
14.88,7.63,132,2,93.08,31.36,"Gamma","database","baja","rolled_back"
11.33,8.4,119,1,85.87,6.35,"Delta","api","media","success"
11.19,4.84,115,1,71.1,18.71,"Alpha","ui","baja","failed"
18.71,8.4,105,2,91.27,14.28,"Gamma","auth","media","success"
16.36,9.29,143,2,94.86,7.24,"Beta","payments","crítica","success"
4.97,11.99,118,2,77.69,8.97,"Gamma","payments","baja","success"
10.46,5.13,114,2,92.04,6.84,"Delta","database","media","success"
8.03,9.41,112,2,77.12,7.36,"Delta","database","baja","failed"
23.89,7.21,101,1,82.96,1.87,"Delta","ui","alta","success"
10.02,3.75,136,2,66.26,9.4,"Delta","payments","alta","success"
16.59,12.92,110,0,73.18,8.62,"Alpha","ui","media","success"
12.39,5.47,123,2,75.45,9.8,"Delta","auth","baja","failed"
12.44,6.28,128,4,74.12,19.89,"Gamma","ui","baja","failed"
13.98,7.24,148,2,94.19,1.63,"Alpha","auth","alta","success"
11.43,8.75,110,0,71.99,17.07,"Gamma","database","media","success"
15.33,8.32,125,1,87.45,9.96,"Gamma","ui","crítica","success"
14.24,4.21,105,5,86.87,15.35,"Delta","payments","alta","failed"
5.26,6.17,119,4,66.6,1.18,"Gamma","api","media","success"
9.78,9.59,109,0,72.79,25.1,"Beta","ui","alta","success"
9.91,5.73,121,2,71.54,15.12,"Gamma","payments","alta","success"
9.98,8.54,134,0,87.76,15.28,"Gamma","ui","media","success"
16.26,8.26,128,2,73.01,11.44,"Beta","auth","crítica","success"
17.95,10.33,118,2,69.27,10.07,"Delta","api","media","failed"
8.31,9.55,124,3,73.83,33.95,"Alpha","api","alta","failed"
14.17,8.89,140,1,97.17,8.35,"Gamma","auth","media","success"
7.32,10.56,103,0,72.81,14.57,"Gamma","ui","alta","success"
9.77,8.82,109,1,88.85,7.78,"Beta","database","baja","success"
13.19,5.94,138,2,71.83,13.52,"Gamma","payments","baja","success"
11.24,7.14,95,2,75.82,3.06,"Alpha","api","baja","success"
9.28,6.3,114,3,62.41,18.17,"Gamma","database","alta","success"
6.97,6.12,120,3,97.04,7.87,"Delta","payments","media","success"
10.75,11.01,119,1,63.1,13.64,"Beta","payments","media","success"
12.21,10.51,123,2,93.07,12.99,"Delta","ui","baja","success"
14.25,8.89,118,1,77.29,8.41,"Alpha","database","crítica","success"
8.5,8.01,145,2,74.88,18.99,"Delta","ui","media","success"
14.35,7.97,127,1,76.69,9.63,"Beta","ui","media","success"
7.34,6.72,123,1,79.68,9.79,"Alpha","database","media","success"
9.82,9.22,108,4,72.29,19.21,"Gamma","payments","baja","success"
13.8,4.6,111,1,78.07,7.44,"Delta","database","media","success"
9.23,5.09,111,1,88.17,4.73,"Alpha","database","baja","success"
8.88,9.66,105,1,70.03,4.7,"Alpha","auth","media","success"
11.81,5.92,111,5,88.49,26.53,"Alpha","payments","media","success"
12.14,9.93,134,1,100,9.05,"Gamma","ui","media","failed"
15.74,8.24,118,1,66.37,21.24,"Beta","api","media","success"
11.07,8.57,134,2,84.76,6.93,"Beta","auth","media","failed"
5.2,7.46,133,0,63.01,7.7,"Gamma","database","baja","success"
9.38,6.79,136,2,77.13,12.53,"Beta","database","media","success"
9.48,12.24,100,0,83.74,13.81,"Gamma","database","media","success"
8.27,7.03,133,1,67.29,8.79,"Beta","api","baja","success"
13.29,14.14,122,1,55.95,18.69,"Gamma","payments","media","success"
22.01,8.62,93,1,72.42,7.94,"Delta","ui","media","success"
15.18,8.1,111,1,56.57,32.48,"Gamma","ui","baja","failed"
11.38,9.44,119,0,57.8,9.79,"Gamma","api","alta","success"
14.01,9.83,131,3,75.57,14.55,"Delta","api","alta","success"
17.77,4.01,121,1,65.42,9.85,"Gamma","api","crítica","success"
10.76,7.68,123,1,71.12,17.38,"Delta","payments","baja","success"
14.66,8.49,132,1,82.27,27.79,"Gamma","ui","baja","success"
14.25,4.78,112,2,86.73,20.3,"Alpha","database","media","success"
11.51,5.2,113,1,86.63,8.47,"Gamma","auth","media","success"
12.23,6.57,116,2,68.87,29.8,"Delta","ui","media","success"
14.61,9.34,131,4,96.92,3.97,"Alpha","ui","media","success"
11.9,6.81,121,1,87.15,7.86,"Delta","ui","media","success"
10.64,5.72,125,1,73.84,1.45,"Beta","api","alta","success"
9.62,4.27,129,1,80.39,1.07,"Delta","api","media","success"
13.16,3.56,111,1,82.99,5.42,"Delta","auth","media","success"
11.78,9.79,117,6,87.03,9.87,"Beta","payments","alta","failed"
10.51,9.99,130,2,88.59,2.4,"Beta","payments","baja","success"
12.71,4.78,123,1,79.28,3.73,"Delta","api","alta","success"
8.91,5.38,108,3,75.69,22.59,"Gamma","api","alta","success"
8.79,8.18,136,5,79.66,22.7,"Beta","database","media","success"
17.49,13.09,117,5,73.12,6.21,"Beta","ui","media","success"
8.47,12.4,115,2,53.42,2.05,"Beta","auth","baja","success"
13.26,7.11,142,1,79.33,14.02,"Alpha","payments","alta","success"
8.13,6.16,124,0,66.63,15.03,"Gamma","auth","alta","success"
11.08,12.62,142,2,96.49,16.03,"Beta","database","media","success"
13.56,11.73,115,0,96.34,10.27,"Delta","auth","baja","success"
7.96,3.88,109,1,88.67,11.09,"Gamma","api","alta","success"
14.38,5.06,144,2,74.62,7.07,"Alpha","database","alta","success"
12.88,9.82,116,5,69.64,0.88,"Gamma","database","media","success"
10.73,7.6,126,2,77.37,6.64,"Beta","payments","baja","failed"
12.98,1.58,118,4,71.2,7.46,"Beta","payments","alta","success"
12.3,8.3,157,3,73.22,13.23,"Beta","api","alta","rolled_back"
8.64,12,114,1,83.09,8.01,"Beta","auth","media","success"
6.41,8.06,106,2,98.12,16.77,"Delta","payments","media","success"
12.42,10.23,119,6,73.55,23.54,"Delta","ui","baja","success"
7.98,5.85,122,1,58.8,30.63,"Gamma","auth","crítica","success"
11.86,7.75,124,2,74.74,6.06,"Delta","payments","media","success"
5.41,10.37,105,0,75.68,9.46,"Delta","auth","media","success"
8.28,7.63,112,0,69.36,5.09,"Delta","api","media","success"
13.09,7.84,130,3,92.76,14.36,"Delta","payments","alta","failed"
16.18,8.46,125,4,84.37,9.53,"Delta","payments","crítica","success"
12.68,5.47,113,3,59.06,4.7,"Alpha","auth","media","failed"
8.02,5.95,135,1,92.4,1.77,"Delta","ui","baja","success"
10.34,6.91,122,0,65.38,19.81,"Alpha","api","media","success"
16.37,5.55,136,0,70.89,15.7,"Beta","auth","media","success"
14.07,10.86,136,1,95.96,11.31,"Beta","auth","media","success"
15.15,5.81,103,3,76.98,4.31,"Gamma","api","media","success"
15.99,7.71,130,1,68.55,10.67,"Gamma","auth","media","success"
13.51,11.38,120,0,55.02,12.65,"Beta","payments","baja","success"
16.44,6.92,114,2,77.55,22.65,"Delta","payments","media","success"
8.11,6.19,118,3,65.85,13.94,"Alpha","database","alta","success"
13.2,8.54,116,2,82.45,6.5,"Beta","payments","media","success"
10.64,8.07,133,0,73.09,11.53,"Beta","payments","alta","success"
12.81,8.5,117,2,74.86,5.88,"Alpha","api","baja","success"
17.3,5.65,113,1,78.03,14.18,"Delta","payments","media","success"
14.02,6.29,124,5,61.54,2.49,"Alpha","auth","baja","success"
9.48,9.5,101,2,80.93,12.97,"Delta","ui","media","failed"
10.6,1.4,119,2,78.96,8.54,"Delta","database","alta","rolled_back"
8.19,11.05,119,6,68.52,8.24,"Alpha","database","media","rolled_back"
11.64,8.7,102,5,77.3,3.37,"Delta","auth","alta","success"
10,4.22,118,3,81.63,11.78,"Gamma","database","media","success"
15.17,3.25,114,1,73.87,3.46,"Gamma","payments","alta","success"
10.03,5.66,117,2,58.47,19.42,"Gamma","api","baja","success"
14.84,10.7,128,3,96.35,13.06,"Beta","api","media","success"
14.88,8.94,120,4,68.66,4.6,"Gamma","payments","baja","success"
10.26,7.35,133,4,90.56,1.4,"Beta","auth","crítica","rolled_back"
17.71,8.57,114,0,99.73,4.2,"Gamma","auth","media","success"
12.11,11.14,131,5,68.05,3.78,"Gamma","payments","alta","success"
9.39,7.72,119,3,82.59,8.49,"Delta","payments","media","failed"
12.3,7.5,120,3,92.36,4.33,"Beta","ui","alta","success"
8.04,7.14,125,1,94.37,11.18,"Gamma","api","media","success"
14.6,7.49,118,2,72.6,6.96,"Gamma","auth","media","success"
8.42,3.07,97,4,88.5,12.65,"Alpha","ui","alta","success"
17.17,7.62,122,0,65.47,7.36,"Gamma","database","media","success"
3.7,13.74,125,2,54.65,22.31,"Gamma","database","crítica","success"
7.55,7.67,124,2,72.47,11.74,"Delta","database","alta","success"
10.65,9.64,128,2,63.66,8.76,"Delta","ui","media","failed"
9.2,7.08,115,5,68.63,15.77,"Delta","database","media","success"
17.39,11.74,135,1,76.07,7.74,"Alpha","payments","baja","success"
11.76,9.75,121,1,77.98,2.31,"Delta","ui","baja","success"
13.42,7.8,117,0,97.02,9.53,"Delta","ui","alta","success"
14.83,7.13,119,0,55.97,11.82,"Delta","database","media","success"
12.61,6.86,140,3,73.75,5.57,"Beta","auth","baja","success"
15.84,5.99,135,3,75.13,8.42,"Beta","database","alta","failed"
13.76,9.36,114,3,98.19,25.34,"Delta","database","baja","failed"
14.79,8.6,128,1,77.86,11.44,"Gamma","payments","alta","success"
6.06,10.72,101,0,92.1,11.04,"Alpha","api","media","failed"
7.49,6.57,116,0,92.45,12.87,"Alpha","database","baja","success"
3.09,4.2,126,1,91.9,6.39,"Beta","api","baja","success"
10.99,3.1,129,1,97.1,22.76,"Alpha","api","media","success"
17.73,1.95,102,0,67.3,8.72,"Alpha","auth","media","success"
8.09,9.89,127,0,68,6.36,"Delta","api","alta","success"
13.26,7.97,120,3,76.27,5.76,"Gamma","auth","alta","success"
13.76,9.74,102,1,61.3,18.48,"Gamma","database","crítica","success"
12.95,10.22,131,2,79.24,11.75,"Alpha","auth","alta","success"
10.86,6.45,111,2,79.13,15.01,"Delta","ui","media","success"
9.53,12.08,123,2,96.8,18.34,"Beta","payments","alta","success"
9.45,13.16,132,1,59.18,18.3,"Delta","ui","media","success"
12.07,8.39,105,2,97.01,7.29,"Delta","payments","alta","success"
17.2,7.41,96,4,82.1,7.74,"Beta","database","alta","success"
8.83,9.52,134,4,90.94,15.28,"Beta","auth","media","success"
11.51,10.25,110,3,96.57,5.82,"Beta","ui","alta","failed"
12.4,11.33,141,1,87.31,12.39,"Delta","database","alta","success"
15.17,9.82,109,4,79.6,4.91,"Delta","database","alta","success"
11.07,7.69,112,1,80.7,13.88,"Beta","ui","alta","failed"
14.55,8.89,146,5,71.83,5,"Delta","database","baja","success"
6.01,7,139,4,77.64,6.79,"Gamma","database","baja","success"
14.87,5.69,118,1,89.73,14.73,"Gamma","payments","media","failed"
12.39,4.31,111,3,81.13,4.07,"Gamma","payments","alta","success"
7.62,4.44,120,3,78.3,12.4,"Gamma","auth","alta","failed"
2.68,7.01,119,1,66.82,7.16,"Delta","ui","baja","success"
10.54,9.35,121,3,80.13,12.52,"Delta","ui","media","success"
14.68,10.47,138,0,56.86,24.38,"Alpha","database","baja","success"
13.28,8.33,124,2,63.85,12.46,"Alpha","ui","media","success"
10.54,7.4,123,4,72.72,8.35,"Delta","auth","baja","success"
12.2,3.51,102,1,71.88,15.17,"Delta","auth","alta","failed"
12.62,7.38,121,1,63.94,27.25,"Alpha","api","baja","success"
8.99,5.81,123,3,98.49,8.2,"Gamma","api","media","success"
12.22,4.69,129,1,92.85,9.22,"Beta","payments","media","success"
12.45,5.27,119,1,66.52,14.26,"Beta","database","baja","success"
9.11,6.95,125,3,82.61,12.89,"Alpha","ui","media","success"
12.79,7.1,110,2,100,23.15,"Alpha","database","media","success"
13.24,10.88,120,2,80.17,10.66,"Beta","api","baja","success"
14.11,13.53,113,2,84.87,10.45,"Gamma","payments","media","rolled_back"
14.84,9.21,125,1,89.27,7.87,"Delta","api","baja","rolled_back"
13.64,7.72,126,2,96.67,6.4,"Delta","ui","alta","success"
13.21,12.42,134,2,76.89,13.03,"Alpha","ui","crítica","success"
11.62,9.44,119,1,88.86,9.16,"Gamma","payments","crítica","rolled_back"
13.8,8.61,112,1,71.64,14.06,"Alpha","payments","media","failed"
6.92,11.04,121,3,87.8,34.7,"Delta","auth","baja","rolled_back"
14.62,4.05,113,1,66.98,2.97,"Delta","ui","media","success"
9.86,9,120,3,71.32,9.42,"Delta","payments","alta","success"
21.35,7.99,113,2,98.88,26.6,"Alpha","ui","media","success"
9.61,10.3,125,2,87.79,11.65,"Beta","database","crítica","success"
0.45,5.94,114,6,59.47,9.11,"Delta","auth","media","success"
17.49,6.59,115,1,70.88,9,"Gamma","payments","media","success"
9.61,10.63,125,1,75.8,3.74,"Alpha","payments","media","success"
14.37,8.87,118,2,69.47,13.15,"Beta","database","media","success"
12.9,6.05,132,0,71.47,23.52,"Gamma","payments","alta","success"
16.39,5.89,120,1,68.43,12.25,"Gamma","database","alta","success"
8.39,6.08,132,5,72.13,3.4,"Beta","api","baja","success"
7.24,8.8,107,0,74.12,8.98,"Gamma","payments","media","success"
16.26,9.9,131,3,86.89,5.83,"Delta","ui","crítica","success"
8.17,4.8,108,1,70.64,10.07,"Gamma","database","media","failed"
5.87,9.55,107,3,53.77,15.02,"Beta","api","baja","success"
15.11,9,134,1,82.03,2.83,"Delta","payments","media","failed"
